model,word,dominant_class,avg_weight,avg_abs_weight,n_occurrences
GradientBoosting,00,fake,0.00022591438949175728,0.00022591438949175728,1
GradientBoosting,08,fake,0.014254051519288628,0.014254051519288628,2
GradientBoosting,08,real,-0.00489734017711212,0.00489734017711212,1
GradientBoosting,1,fake,1.569615629652168e-32,1.569615629652168e-32,3
GradientBoosting,1,real,-0.0033211373095041958,0.0033211373095041958,1
GradientBoosting,10,real,-0.0070013344447340696,0.0070013344447340696,1
GradientBoosting,11,fake,4.824049632277858e-06,4.824049632277858e-06,1
GradientBoosting,11,real,-0.0003480873407078349,0.0003480873407078349,1
GradientBoosting,15,fake,0.09186931032429985,0.09186931032429985,2
GradientBoosting,17,real,-0.06355689237303237,0.06355689237303237,2
GradientBoosting,1813,fake,0.0007136629235591654,0.0007136629235591654,1
GradientBoosting,1o,fake,0.014147062737129632,0.014147062737129632,1
GradientBoosting,2,fake,5.450697271761073e-05,5.450697271761073e-05,1
GradientBoosting,2,real,-6.642771640440872e-06,6.642771640440872e-06,1
GradientBoosting,20,fake,0.055817006096213775,0.055817006096213775,1
GradientBoosting,20,real,-0.0031476549524741427,0.0031476549524741427,1
GradientBoosting,2000,fake,1.8601594161614711e-06,1.8601594161614711e-06,1
GradientBoosting,2015,real,0.0,0.0,1
GradientBoosting,2018,fake,0.005895808874800416,0.005895808874800416,2
GradientBoosting,2018,real,-0.017327570438238144,0.017327570438238144,2
GradientBoosting,21,fake,0.134711970978236,0.134711970978236,1
GradientBoosting,22,real,-0.017906101636382763,0.017906101636382763,1
GradientBoosting,22h,fake,0.0008932434924552863,0.0008932434924552863,1
GradientBoosting,23,fake,3.2222495561642118e-06,3.2222495561642118e-06,1
GradientBoosting,29,fake,0.009590028409842969,0.009590028409842969,1
GradientBoosting,2o,fake,0.046962885227269026,0.046962885227269026,1
GradientBoosting,3,real,0.0,0.0,1
GradientBoosting,30,real,-0.12102020484670555,0.12102020484670555,1
GradientBoosting,4,fake,0.0017611858610473126,0.0017611858610473126,2
GradientBoosting,40,fake,0.005293319695161581,0.005293319695161581,1
GradientBoosting,5,fake,2.3839597274484706e-06,2.3839597274484706e-06,2
GradientBoosting,5,real,0.0,0.0,1
GradientBoosting,51,real,-0.046277466919252566,0.046277466919252566,1
GradientBoosting,58,fake,0.0006355647744788372,0.0006355647744788372,1
GradientBoosting,58,real,-0.010173832569028094,0.010173832569028094,1
GradientBoosting,6,fake,3.8590498066418e-32,3.8590498066418e-32,1
GradientBoosting,60,fake,0.00745923040860497,0.00745923040860497,1
GradientBoosting,7,real,-7.6674539663176e-06,7.6674539663176e-06,1
GradientBoosting,777,fake,1.6786947046085416e-32,1.6786947046085416e-32,1
GradientBoosting,80,real,-0.002485510477471757,0.002485510477471757,1
GradientBoosting,95,real,0.0,0.0,1
GradientBoosting,Amor,fake,0.0003264370307266735,0.0003264370307266735,1
GradientBoosting,Ande,fake,4.674070933135304e-05,4.674070933135304e-05,1
GradientBoosting,Bolsonaro,real,-0.06206934611118553,0.062069346111185524,16
GradientBoosting,Bolsonarosalvarbrasil,fake,0.0006981221264761964,0.0006981221264761964,1
GradientBoosting,Borges,fake,0.0043494522210532766,0.0043494522210532766,1
GradientBoosting,Brasil,fake,0.0027400281568568277,0.0027400281568568277,1
GradientBoosting,Brasil,real,-0.004290976453357415,0.004290976453357416,5
GradientBoosting,Carlos,fake,9.27910854581451e-32,9.27910854581451e-32,1
GradientBoosting,Carreata,fake,1.7146616679134005e-05,1.7146616679134005e-05,1
GradientBoosting,Deus,real,-0.004139547057316013,0.004139547057316013,1
GradientBoosting,EUA,fake,0.0157247834680028,0.0157247834680028,1
GradientBoosting,Fernando,fake,0.013631750269402372,0.013631750269402372,1
GradientBoosting,Fernando,real,-0.02036064966056065,0.02036064966056065,1
GradientBoosting,Filho,fake,0.04271734470829694,0.04271734470829694,1
GradientBoosting,Folha,fake,0.031123646548709784,0.031123646548709784,1
GradientBoosting,Francisco,real,0.0,0.0,1
GradientBoosting,Gomes,fake,0.01840353895989624,0.01840353895989624,3
GradientBoosting,Gracie,real,-4.879501437552686e-07,4.879501437552686e-07,1
GradientBoosting,Hashtag,real,-0.0011549243618824347,0.0011549243618824347,1
GradientBoosting,Iorque,fake,2.3715059243506856e-06,2.3715059243506856e-06,1
GradientBoosting,Jornal,real,-0.0002284841462427863,0.0002284841462427863,1
GradientBoosting,Justiça,real,-0.041338808503399,0.041338808503399,2
GradientBoosting,Lança,fake,0.0055847443150245524,0.0055847443150245524,1
GradientBoosting,Lgbt,fake,0.003882833776843006,0.003882833776843006,1
GradientBoosting,Lula,fake,0.016421113095694745,0.016421113095694745,4
GradientBoosting,Lula,real,-0.012290331357463406,0.012290331357463406,3
GradientBoosting,Maceió,fake,1.0866697143281914e-05,1.0866697143281914e-05,1
GradientBoosting,Magno,fake,1.9575335700151723e-05,1.9575335700151723e-05,1
GradientBoosting,Maria,real,-8.876392761303209e-07,8.876392761303209e-07,1
GradientBoosting,Mercury,real,-0.0012734555880617793,0.0012734555880617793,1
GradientBoosting,Missa,real,-0.0007137242970064604,0.0007137242970064604,1
GradientBoosting,Moreira,fake,0.03919415872872297,0.03919415872872297,1
GradientBoosting,Nova,fake,5.373339913662607e-05,5.373339913662607e-05,1
GradientBoosting,Paulo,real,-0.004257663075910001,0.004257663075910001,3
GradientBoosting,Portugal,real,-0.017113685697618605,0.017113685697618605,1
GradientBoosting,Psl,fake,0.006801165499640425,0.006801165499640425,1
GradientBoosting,Ramos,real,-0.002336844095263421,0.002336844095263421,1
GradientBoosting,Rio,real,-0.012744224749480414,0.012744224749480414,2
GradientBoosting,Silva,real,-5.217279276552742e-33,5.217279276552742e-33,1
GradientBoosting,Supremo,real,-0.09458139883240597,0.09458139883240597,2
GradientBoosting,Tribunal,fake,0.011987871839085833,0.011987871839085833,2
GradientBoosting,Whatsapp,fake,1.050360193491059e-05,1.050360193491059e-05,1
GradientBoosting,Wilson,real,-1.4582614249138973e-05,1.4582614249138973e-05,1
GradientBoosting,Youtube,fake,1.7471642022981725e-32,1.7471642022981725e-32,2
GradientBoosting,_,real,-5.623566292051658e-06,5.623566292051658e-06,1
GradientBoosting,a,real,-0.0019774657683870717,0.0019774657683870717,1
GradientBoosting,abaixo,fake,0.025144785103070562,0.025144785103070562,1
GradientBoosting,abaixo,real,-0.002542795866346502,0.002542795866346502,1
GradientBoosting,abertamente,fake,0.009180790226177422,0.009180790226177422,1
GradientBoosting,abertamente,real,-0.0005105494487163657,0.0005105494487163657,1
GradientBoosting,abraçar,fake,0.006735023828763358,0.006735023828763358,1
GradientBoosting,abril,real,-0.0035035494971151575,0.0035035494971151575,1
GradientBoosting,abrir,real,-0.010566868557637674,0.010566868557637674,1
GradientBoosting,absurdo,fake,0.057787589876051135,0.057787589876051135,2
GradientBoosting,acabar,fake,0.11440449850506887,0.11440449850506884,5
GradientBoosting,aceitar,real,-0.010800938425383485,0.010800938425383485,1
GradientBoosting,acer,fake,0.01746938813050704,0.01746938813050704,1
GradientBoosting,acer,real,-0.012407594415788944,0.012407594415788944,3
GradientBoosting,achar,real,-6.721531845243809e-32,6.721531845243809e-32,1
GradientBoosting,acontecer,fake,0.00561809279679629,0.00561809279679629,4
GradientBoosting,acontecer,real,-0.006231326955571268,0.006231326955571268,1
GradientBoosting,acontecimento,real,-0.00021538878675089122,0.00021538878675089122,1
GradientBoosting,acostumar,fake,2.9530837912648598e-05,2.9530837912648598e-05,1
GradientBoosting,acreditar,real,-0.01712262778756614,0.01712262778756614,1
GradientBoosting,adelio,fake,6.674431946391997e-32,6.674431946391997e-32,1
GradientBoosting,adesivaçar,fake,0.011356831585339452,0.011356831585339452,2
GradientBoosting,adesivo,fake,3.3994225052781477e-32,3.3994225052781477e-32,1
GradientBoosting,adesivo,real,-0.01627345664698795,0.01627345664698795,1
GradientBoosting,administrar,fake,0.0388930681859747,0.0388930681859747,1
GradientBoosting,admitir,fake,2.434644001996818e-06,2.434644001996818e-06,1
GradientBoosting,adotar,fake,5.9254342934766e-33,5.9254342934766e-33,1
GradientBoosting,advogado,fake,0.005242132004790266,0.005242132004790266,1
GradientBoosting,agir,real,-0.0005684282474298975,0.0005684282474298975,1
GradientBoosting,agora,fake,0.00011525936185037662,0.00011525936185037662,1
GradientBoosting,agradecer,fake,4.931655037217516e-05,4.931655037217516e-05,1
GradientBoosting,agredir,fake,0.1648837894030174,0.1648837894030174,1
GradientBoosting,agressor,fake,0.0004978309498473207,0.0004978309498473207,1
GradientBoosting,agência,fake,0.008664836271161722,0.008664836271161722,1
GradientBoosting,aiiiiiii,fake,1.7430469044355508e-31,1.7430469044355508e-31,1
GradientBoosting,ainda,fake,0.015947082688815097,0.015947082688815097,1
GradientBoosting,ainda,real,-0.003814663103863003,0.003814663103863003,3
GradientBoosting,ajuda,real,-3.567476795700228e-05,3.567476795700228e-05,1
GradientBoosting,ajudar,real,-0.0522018903536801,0.0522018903536801,2
GradientBoosting,ajude,real,-0.006961459384119547,0.006961459384119547,1
GradientBoosting,al,fake,1.2074002212232333e-31,1.2074002212232333e-31,1
